Benchmark,Strategy,Preprocessing,Sampling time,Coverage time, N combinations, Coverage, Approx Coverage time, Approx n combinations, Approx coverage
cq7708.cnf,5,-,1749.537523508072,-1.0,2761720.8,-1.0,163.58149805068962,2764988.6,0.9744439479204259
cq7750.cnf,1,exact,702.306201839447,14207.58965477946,2709080.6,0.9197906647250573,167.7717224121094,2710359.2,0.9196786505385685
cq7750.cnf,1,approx,694.692934370041,14204.08724780082,2711779.8,0.9207071007152695,167.3252475738526,2708185.0,0.9189409013420778
cq7750.cnf,2,-,691.4523379325865,14209.49189538956,2700719.4,0.9169518589302431,167.75531163215618,2702423.8,0.916986011878909
cq7750.cnf,3,exact,692.8990390777587,14240.0248445034,2738012.8,0.9296137639233454,169.62840886116018,2741484.8,0.9302401841556639
cq7750.cnf,3,approx,690.8880483150484,14207.701863718039,2709175.2,0.9198227834434455,167.88872952461261,2708438.8,0.9190270207175122
cq7750.cnf,4,-,686.7679709911346,14206.89587759972,2696266.4,0.9154399704209009,167.8703251361846,2701083.2,0.9165311197011814
cq7750.cnf,5,-,555.8286452293396,14207.22654666902,2880443.4,0.9779719915269055,167.36096038818363,2878415.8,0.9767035891895415
csb281.cnf,1,exact,2584.297588682174,13849.70103793146,2650594.4,0.9224316387829973,128.64913907051098,2650107.4,0.9223077362125801
csb281.cnf,1,approx,2652.150804090502,13849.552186393761,2651218.0,0.922648657414722,128.62607970237724,2654053.8,0.9236811881904847
csb281.cnf,2,-,2657.5244890689837,13849.42254390716,2649886.0,0.9221851089582481,128.64696774482718,2645440.6,0.9206835659078759
csb281.cnf,3,exact,2577.499185895918,13850.264501428619,2653755.0,0.9235315571400033,128.8331272125244,2653504.6,0.9234900520090876
csb281.cnf,3,approx,2680.9502931118,13850.858210992821,2652447.4,0.9230765001117108,128.79604125022902,2654465.6,0.9238245055238774
csb281.cnf,4,-,2678.082719421386,13850.05582981112,2643985.6,0.9201317145794345,128.88164725303662,2641219.8,0.9192146154445829
csb281.cnf,5,-,2265.242311763762,13850.79098234174,2795704.4,0.9729312758092433,129.056525850296,2797045.8,0.9734462006637562
dreamcast.cnf,1,exact,1597.6248491287242,14121.15682835578,2669831.2,0.9180861336157686,141.2651566982268,2671552.6,0.9179936966704781
dreamcast.cnf,1,approx,1651.0432623386362,14119.143931913359,2668024.2,0.9174647528919821,140.893319272995,2666493.2,0.916255195504926
dreamcast.cnf,2,-,1677.925038099292,14120.1534537792,2662349.4,0.9155133354424289,141.046065235138,2658497.2,0.9135076255717802
dreamcast.cnf,3,exact,1623.5321239471461,14120.533875942221,2669474.6,0.917963508067289,141.0185731887818,2673782.0,0.918759758752639
dreamcast.cnf,3,approx,1648.804047489166,14119.270862197878,2670225.4,0.9182216888350918,140.855196428299,2668722.6,0.9170212575870866
dreamcast.cnf,4,-,1640.9467146396642,14120.4064906597,2662750.2,0.9156511602316335,141.0812328815458,2665042.6,0.9157567431606264
dreamcast.cnf,5,-,1402.627457952502,14120.17037768364,2847515.2,0.9791870813331316,140.7432153701782,2849840.6,0.9792566716880721
e7t.cnf,1,exact,2765.800661611556,15306.033491134658,2739210.4,0.9135025245282768,129.62250943183898,2743162.8,0.914290075725256
e7t.cnf,1,approx,2814.0009981632224,15302.986459112182,2739135.0,0.9134773792928655,129.1897264957428,2732852.0,0.9108535089590442
e7t.cnf,2,-,2768.313122892378,15305.39897470474,2728989.6,0.9100939778161663,129.7036946296692,2728366.0,0.9093583351109216
e7t.cnf,3,exact,2763.0922457695015,15306.10906686784,2739700.0,0.9136658018128581,129.6849245071412,2741209.2,0.9136389451791809
e7t.cnf,3,approx,2843.95504422188,15303.000969791417,2739909.8,0.9137357682636449,129.1670133590696,2738387.6,0.9126985121587031
e7t.cnf,4,-,2780.3502405643458,15305.62085943222,2727028.4,0.9094399349025204,129.64300389289858,2728366.0,0.9093583351109213
e7t.cnf,5,-,2378.87213792801,15307.750459384919,2923623.4,0.9750026345803681,129.8906126976016,2928825.8,0.9761711417448804
ea2468.cnf,1,exact,2127.468794059752,18764.354206657397,3206374.0,0.9306675498172696,166.3588773727418,3210555.4,0.9320178382320151
ea2468.cnf,1,approx,2153.191234493256,18764.65494408608,3207046.8,0.9308628336885576,166.3591465950014,3214684.6,0.9332165367679843
ea2468.cnf,2,-,2170.037174415588,18760.34310107232,3199094.2,0.9285545481433667,165.9741420269012,3208095.2,0.931303647071938
ea2468.cnf,3,exact,2138.5819619655617,18763.45962252618,3216464.4,0.9335963434778582,166.45034990310677,3201506.0,0.9293908154354936
ea2468.cnf,3,approx,2180.733867311476,18764.54616370202,3223214.2,0.9355555097596946,166.3798506259916,3220351.6,0.9348616555811535
ea2468.cnf,4,-,2159.140484571456,18764.26162977218,3200770.2,0.9290410162888459,166.6031455039976,3200671.4,0.9291485327177467
ea2468.cnf,5,-,1784.4510931968682,18764.58548879624,3364200.8,0.9764776397355076,166.85317654609682,3365405.4,0.9769704848208975
eb40.cnf,1,exact,2527.068517017366,14449.85147895812,2612234.6,0.918092745750512,161.71979684829722,2613486.0,0.9174092098759884
eb40.cnf,1,approx,2530.630402278902,14449.6484179497,2613046.6,0.9183781302674884,161.68737263679517,2614978.6,0.9179331556658881
eb40.cnf,2,-,2541.082878398896,14450.323798275,2607296.0,0.9163570314949228,161.98279647827138,2607204.2,0.9152041163057152
eb40.cnf,3,exact,2512.1194975852964,14451.374934768679,2631726.6,0.9249433799929987,162.3453533172608,2627854.6,0.9224530042460459
eb40.cnf,3,approx,2528.73511557579,14450.252577829378,2633510.2,0.9255702418458054,161.88693060874942,2630735.0,0.9234641079933503
eb40.cnf,4,-,2548.3117709636704,14450.39007902146,2606686.0,0.916142641648426,161.8647916316986,2608557.8,0.9156792690735085
eb40.cnf,5,-,2140.6303801536537,14451.697635889062,2779311.0,0.9768132109132163,161.5324995517732,2778965.4,0.975497267590762
eb40a.cnf,1,exact,1118.3419004917162,14327.045705604542,2616626.8,0.9181124116537258,161.49941887855522,2617079.0,0.918010492434447
eb40a.cnf,1,approx,1145.23783288002,14320.900353384,2616164.4,0.9179501664381876,160.5094627857206,2612003.8,0.9162302302218033
eb40a.cnf,2,-,1138.7045116424558,14319.40379514694,2610315.8,0.9158980311276427,160.3999851703644,2612108.0,0.9162667811602013
eb40a.cnf,3,exact,1111.464687490462,14320.705674934381,2616840.0,0.9181872184875335,160.492840576172,2610091.8,0.9155595450565732
eb40a.cnf,3,approx,1172.40559592247,14317.37829794882,2625060.6,0.9210716324556397,160.1285465717316,2618017.6,0.9183397315014368
eb40a.cnf,4,-,1144.5736915588361,14320.818785333619,2611370.8,0.9162682056570388,160.4725801467896,2613255.2,0.9166691922593391
eb40a.cnf,5,-,936.7348772048952,14321.423603105559,2785725.0,0.9774449676790266,160.2173790931702,2784250.8,0.9766504748114224
eb42.cnf,1,exact,963.7480585098268,14012.55097403528,2583629.0,0.91726788174776,167.5101724624632,2581783.6,0.917160075254638
eb42.cnf,1,approx,997.2793023109443,14010.248154067982,2585283.8,0.9178553867226288,167.225407743454,2581508.4,0.9170623124317935
eb42.cnf,2,-,981.0693905353544,14013.309419631982,2579720.6,0.915880279352438,167.6371181964874,2577074.8,0.9154873078846852
eb42.cnf,3,exact,979.7398417949678,14013.679244565958,2583497.8,0.9172213017062425,167.6393147945404,2577968.4,0.915804752864678
eb42.cnf,3,approx,956.8894061565403,14012.8286658287,2586107.8,0.918147932105329,167.7380807876586,2583330.4,0.9177095648417607
eb42.cnf,4,-,970.9076117515564,14009.95430717468,2578698.8,0.9155175088766578,167.23580465316778,2582230.2,0.9173187266960714
eb42.cnf,5,-,816.4388219356539,14014.48997993468,2756902.2,0.9787852052983379,167.31256761550918,2754463.8,0.9785034756957078
eb55.cnf,1,exact,1064.9837479591379,14801.230838537202,2735534.8,0.9202337845129535,166.2083025455476,2742036.6,0.921145551148091
eb55.cnf,1,approx,1072.877408456804,14801.2359899044,2733969.2,0.9197071167428948,166.22607374191298,2735483.8,0.9189442375085999
eb55.cnf,2,-,1071.091723012924,14801.569500064861,2729079.4,0.9180621882413413,166.17761511802684,2728093.2,0.9164614776831785
eb55.cnf,3,exact,1043.8180757045745,14799.87759871484,2734188.0,0.9197807210531203,166.0206014633178,2729622.2,0.916975122011524
eb55.cnf,3,approx,1054.553135633466,14800.148484945297,2734600.6,0.9199195196746877,165.9149786472318,2741199.6,0.9208643737100104
eb55.cnf,4,-,1064.5824882507318,14804.28098282814,2730028.4,0.9183814317989458,167.0471403121948,2728165.8,0.9164858665505676
eb55.cnf,5,-,891.5959388732912,14802.726748085039,2899354.6,0.9753427579144818,166.73539752960198,2900333.0,0.9743228226049194
ebsa285.cnf,1,exact,1192.6902409076702,14605.5146147728,2712348.4,0.9260919874993638,141.19110288619999,2711934.8,0.9234218368636679
ebsa285.cnf,1,approx,1216.639871311188,14606.2654808521,2711514.4,0.9258072303060864,140.9765410900118,2711829.8,0.9233860840524756
ebsa285.cnf,2,-,1230.851542377472,14605.93762955668,2672712.8,0.912558987247726,141.07380504608142,2673274.2,0.9102577879837869
ebsa285.cnf,3,exact,1213.583288669586,14605.5396188736,2710933.6,0.925608924577243,141.03696322441118,2707596.2,0.9219445307051956
ebsa285.cnf,3,approx,1184.0482847690582,14606.082194328319,2712751.6,0.9262296542863299,141.1029206752778,2712144.4,0.9234932062848674
ebsa285.cnf,4,-,1217.273875379564,14606.07809739112,2673382.6,0.9127876807346051,141.0472839832308,2676003.0,0.9111869524712345
ebsa285.cnf,5,-,1028.064611816405,14606.119668436058,2852118.6,0.9738144933216926,140.8497001171112,2854120.8,0.9718365912656903
ec555.cnf,1,exact,1893.4423905372598,13926.904267311102,2769546.4,0.9256777605758459,167.6397579669954,2771161.2,0.9267849689640411
ec555.cnf,1,approx,1946.0541634082801,13925.62115755082,2771538.8,0.9263436892528922,167.54167146682738,2765037.4,0.9247369301155821
ec555.cnf,2,-,1941.11115016937,13923.2475127697,2757161.2,0.9215382003214,167.3220112800596,2758841.4,0.922664744755993
ec555.cnf,3,exact,1911.7348778724681,13926.863843679439,2788304.0,0.9319471963079128,167.5745158672334,2786270.8,0.9318382116866436
ec555.cnf,3,approx,1942.440669584276,13923.6640725136,2792207.0,0.9332517132856848,167.2532832145692,2789278.6,0.9328441379494862
ec555.cnf,4,-,1899.7036201000199,13926.725897264481,2755887.4,0.9211124525052877,167.6971563816072,2758768.8,0.9226404644691781
ec555.cnf,5,-,1596.379295301438,13927.677828836462,2902325.8,0.970057207564928,167.620787858963,2899939.4,0.9698534487371573
ecos-icse11.cnf,1,exact,1454.195957326888,12622.79941124918,2682837.8,0.9218648429384766,134.7679540634156,2683650.6,0.9231252339071856
ecos-icse11.cnf,1,approx,1531.031882810592,12620.487962532041,2682354.8,0.9216988766176133,134.1532661914824,2685152.4,0.9236418248062698
ecos-icse11.cnf,2,-,1467.5449274539958,12622.6049908638,2673666.2,0.9187133383661562,134.6151372432708,2670865.8,0.9187275036324412
ecos-icse11.cnf,3,exact,1457.680676317214,12623.783999204641,2681523.0,0.9214130571855341,134.56195220947262,2681973.6,0.9225483775096865
ecos-icse11.cnf,3,approx,1469.637256240844,12622.826313590998,2683150.6,0.921972325889131,134.61684460639964,2682637.6,0.92277678099683
ecos-icse11.cnf,4,-,1462.43869228363,12622.246506214138,2673233.6,0.9185646902700784,134.4571291923524,2679249.2,0.9216112352500883
ecos-icse11.cnf,5,-,1241.5111849308018,12627.82819046974,2855606.6,0.981230892826647,134.743278312683,2855125.0,0.982109196129799
edb7xxx.cnf,1,exact,2635.5166603565176,14302.63138484956,2664377.8,0.9241284370257967,141.5837872982026,2651780.2,0.9192861560392265
edb7xxx.cnf,1,approx,2653.6742540359473,14301.58418474198,2664983.0,0.9243383481465427,141.249701833725,2668425.8,0.9250566454783458
edb7xxx.cnf,2,-,2599.266300201416,14302.30108714104,2657802.8,0.9218479254281376,141.2374663829804,2659524.6,0.9219708882454741
edb7xxx.cnf,3,exact,2561.101324558258,14303.216962766659,2673971.2,0.927455868198569,141.34566431045542,2676555.6,0.9278749833599574
edb7xxx.cnf,3,approx,2613.7089394569384,14301.998363018018,2672026.4,0.9267813223498808,141.3511037826536,2669652.4,0.9254818679002487
edb7xxx.cnf,4,-,2607.257079458236,14300.825241804141,2657838.6,0.9218603425102969,141.0884668350222,2655424.6,0.920549551273518
edb7xxx.cnf,5,-,2309.628318452834,14301.95346794128,2802184.6,0.9719261565141988,141.0764698505402,2808352.8,0.9735647963258784
edosk2674.cnf,1,exact,936.0222959041594,12256.28581500052,2453455.0,0.920653486464438,162.50645670890802,2448363.4,0.9192540879709726
edosk2674.cnf,1,approx,960.5836311340329,12255.038611078262,2455222.8,0.9213168494498492,162.4511189937592,2451516.8,0.9204380526720494
edosk2674.cnf,2,-,976.992550611496,12255.367331028003,2446411.6,0.9180104664104475,162.5687152862548,2445885.6,0.9183237817185697
edosk2674.cnf,3,exact,944.5644451618194,12256.3615342617,2453726.8,0.9207554788048811,162.48035216331482,2454830.8,0.9216823156958863
edosk2674.cnf,3,approx,926.5943600654606,12255.697595691681,2454399.8,0.9210080205455652,162.5284949779512,2459207.2,0.923325463763937
edosk2674.cnf,4,-,1000.520846557617,12256.97803940772,2447103.0,0.9182699127098666,163.28469910621658,2450712.2,0.9201359603277588
edosk2674.cnf,5,-,785.6350380420687,12257.449256134041,2596910.8,0.9744849536906746,162.31122794151298,2599471.4,0.9759885771097654
embtoolkit.cnf,1,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
embtoolkit.cnf,1,approx,162.385405492783,-1.0,8036057.8,-1.0,217.7028951168058,8052425.4,0.974919003184664
embtoolkit.cnf,2,-,164.7584007740022,-1.0,7990528.8,-1.0,217.977557516098,8006209.4,0.9693235639954747
embtoolkit.cnf,3,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
embtoolkit.cnf,3,approx,105.17746572494521,-1.0,8030264.0,-1.0,217.7405022621154,8038110.6,0.9731858892651257
embtoolkit.cnf,4,-,104.32356567382801,-1.0,8012270.2,-1.0,218.10082583427456,8006618.6,0.9693731064421648
embtoolkit.cnf,5,-,33.097938442230245,-1.0,8015072.0,-1.0,218.32157492637643,8012957.6,0.9701405785085544
excalibur_arm9.cnf,1,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
excalibur_arm9.cnf,1,approx,708.9101879119874,-1.0,2590423.6,-1.0,165.96628499031058,2589918.4,0.919381020537986
excalibur_arm9.cnf,2,-,714.4704870700833,-1.0,2584938.2,-1.0,166.0870753765106,2588751.4,0.9189667535668848
excalibur_arm9.cnf,3,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
excalibur_arm9.cnf,3,approx,722.7737146854402,-1.0,2593266.8,-1.0,166.097295331955,2590501.6,0.9195880475281715
excalibur_arm9.cnf,4,-,724.36251206398,-1.0,2586766.8,-1.0,165.94949245452898,2586418.0,0.9181384326154124
excalibur_arm9.cnf,5,-,581.5698591709138,-1.0,2743922.8,-1.0,166.00120220184323,2747425.8,0.9752937142175572
fads.cnf,1,exact,695.576275730133,11869.98215379714,2409705.6,0.9208322283270369,161.8744176387786,2414289.4,0.9231419311619028
fads.cnf,1,approx,696.7782786369324,11870.397893095,2411451.6,0.9214994355869855,162.076966714859,2406784.4,0.9202722751076742
fads.cnf,2,-,711.3876894474032,11871.46122803688,2404236.2,0.9187421805678365,162.2809391021728,2400424.0,0.9178402750587316
fads.cnf,3,exact,691.8696434497836,11870.37965769766,2419678.8,0.9246433345383313,161.82112421989441,2417724.4,0.9244553580168363
fads.cnf,3,approx,734.0396123886109,11870.00362210274,2421613.8,0.9253827652645633,161.892374753952,2424593.4,0.9270818293608066
fads.cnf,4,-,709.5989751338958,11870.27773842812,2406084.0,0.9194482891445457,162.1612719535828,2405798.4,0.9198952623335941
fads.cnf,5,-,571.768359518051,11871.227811050421,2558951.8,0.9778643864941351,161.79628820419322,2562739.8,0.9799043014633909
financial.cnf,1,exact,23.17764110565186,4186.912941789628,804929.8,0.8776424794199421,147.461566066742,806374.2,0.8783879583798105
financial.cnf,1,approx,22.18231096267698,4186.447327852251,809496.4,0.882621599520253,147.5754072666168,810612.2,0.8830044356525375
financial.cnf,2,-,21.98323206901552,4186.618020772936,605238.2,0.6599119009976557,148.45208363532998,599885.6,0.6534587632459563
financial.cnf,3,exact,50.28678607940676,4186.881433868408,806690.4,0.8795621217903287,147.14047465324398,805449.0,0.8773801328081428
financial.cnf,3,approx,49.266298341751096,4186.91250076294,800250.8,0.8725408057569645,147.1132931232452,801506.0,0.8730850006971556
financial.cnf,4,-,52.588174486160256,4186.50365462303,600756.2,0.6550250231696013,148.356908416748,606752.0,0.6609383714445063
financial.cnf,5,-,6.662132549285888,4186.755655479433,636948.0,0.6944861800141746,148.2876630306244,640695.0,0.6979126725460122
flexanet.cnf,1,exact,2299.294186019896,16137.586035108561,2766668.4,0.9241382305057615,129.6519159793854,2768592.4,0.9249755441755045
flexanet.cnf,1,approx,2372.632747220992,16136.9874511242,2763576.4,0.9231054231737648,129.7053931236268,2756130.6,0.9208121071031474
flexanet.cnf,2,-,2322.019898796084,16137.869499301922,2746966.0,0.9175571233977624,129.61433339118963,2748039.8,0.9181090034852888
flexanet.cnf,3,exact,2213.721951723096,16138.38655910492,2762602.6,0.9227801489888041,129.75901832580558,2765594.2,0.9239738576590831
flexanet.cnf,3,approx,2327.728281545636,16137.926627159139,2771106.6,0.9256207031774524,129.70767488479618,2777153.0,0.9278356060768044
flexanet.cnf,4,-,2246.515052556992,16137.9185991764,2743046.6,0.9162479432370159,129.64897489547738,2743741.4,0.9166729253977077
flexanet.cnf,5,-,2004.1648229599,16137.0194527149,2914670.6,0.9735747626246669,129.27877011299123,2912929.6,0.9731980200136846
frv400.cnf,1,exact,2906.873942089078,13917.50200943948,2658088.0,0.9236091421073992,173.730702352524,2658541.8,0.9242549756363475
frv400.cnf,1,approx,2934.8343328475958,13917.61578216554,2659620.0,0.924141468052104,173.709658098221,2657953.6,0.9240504850480598
frv400.cnf,2,-,2943.863839530944,13918.5966463566,2649784.8,0.9207240188801977,173.8658126354216,2650446.8,0.921440709549662
frv400.cnf,3,exact,2882.885948133468,13919.18872156144,2667985.6,0.9270482734848866,173.7476139068604,2668020.6,0.927550326517444
frv400.cnf,3,approx,3039.040498304364,13918.23900904654,2670996.8,0.9280945788926506,173.76760993003842,2674282.4,0.9297272717159133
frv400.cnf,4,-,2895.495504570006,13918.484273052218,2651056.6,0.921165932807401,173.96842432022123,2647506.0,0.9204183261391956
frv400.cnf,5,-,2599.90748372078,13918.711644554138,2816792.2,0.9787542877951416,173.5853173255922,2815219.6,0.9787247741634031
gps4020.cnf,1,exact,901.0676247119902,13381.84425358772,2500946.0,0.9202097284568402,140.9544788360594,2498011.2,0.9188188559322035
gps4020.cnf,1,approx,915.1622497558592,13380.71510586738,2503290.0,0.9210721907425121,140.60160288810738,2504752.8,0.9212985522598869
gps4020.cnf,2,-,905.7291034698486,13381.68804054262,2491125.0,0.9165961439399514,140.7054913997652,2489774.8,0.9157893420433147
gps4020.cnf,3,exact,886.8223817825316,13381.30657672884,2507878.0,0.9227603208477444,140.74105758667002,2504387.4,0.9211641507768361
gps4020.cnf,3,approx,882.4742707252499,13382.25019998554,2511066.6,0.9239335491942011,140.8229707717894,2508206.8,0.9225690030602637
gps4020.cnf,4,-,899.55441031456,13380.9366379738,2491152.2,0.916606152034734,140.78005981445318,2495154.8,0.9177682144538604
gps4020.cnf,5,-,741.8623281478882,13379.340701007819,2659645.4,0.9786023254102585,140.0247493267062,2658418.8,0.9778200035310733
grg.cnf,1,exact,3372.648316049576,14326.344989967361,2653819.0,0.9233873717642705,150.699777650833,2656708.0,0.9246049202601568
grg.cnf,1,approx,3467.001280593874,14320.608127832418,2655411.6,0.9239415115636584,149.978072977066,2657820.6,0.9249921345999642
grg.cnf,2,-,3451.891300487516,14351.22448358536,2633927.6,0.9164662262126285,152.19051947593698,2641169.2,0.9191970053011405
grg.cnf,3,exact,3609.2906506538397,14320.866330671299,2667784.2,0.928246516010416,150.03810238838238,2659732.2,0.9256574221534212
grg.cnf,3,approx,3474.4639776706695,14321.530426597581,2664497.2,0.9271028154449332,150.32527790069562,2666893.6,0.9281497794903778
grg.cnf,4,-,3545.7575938701643,14320.179932403558,2632204.4,0.9158666445836537,150.3756828784942,2627855.2,0.914563379811119
grg.cnf,5,-,3021.8876699447637,14318.416816759098,2813716.6,0.9790232024729264,149.4331984996796,2812026.0,0.9786597079918031
h8300h_sim.cnf,1,exact,402.2239335060122,12129.0497595787,2374993.6,0.9204288473641947,156.4798791885376,2371595.0,0.9190518818204365
h8300h_sim.cnf,1,approx,417.9228048801422,12130.05686674118,2372393.2,0.9194210622591376,156.77116813659677,2366108.0,0.9169255332341267
h8300h_sim.cnf,2,-,403.00968346595783,12130.26187586784,2368565.2,0.9179375207339268,156.7205868244172,2366171.0,0.916949947296627
h8300h_sim.cnf,3,exact,403.78498044013975,12128.965115404118,2385294.0,0.9244207677211131,156.4547936916352,2384019.4,0.9238666449652776
h8300h_sim.cnf,3,approx,401.2704473972322,12128.901848459242,2384741.8,0.9242067625930508,156.4543972492218,2383105.2,0.9235123697916668
h8300h_sim.cnf,4,-,404.2932527065278,12128.9166949272,2364207.8,0.9162488102213999,156.5910016059876,2362418.6,0.9154957992311509
h8300h_sim.cnf,5,-,316.08040642738337,12128.11730918886,2523521.8,0.977990956132437,156.0167388916014,2525608.2,0.9787358165922619
h8max.cnf,1,exact,879.4111138343809,12853.279815292359,2488354.8,0.9209406022492468,163.49993629455562,2491144.4,0.9204533496500188
h8max.cnf,1,approx,877.6420854568485,12852.217618799219,2489588.6,0.9213972318725852,163.47166223526,2489905.4,0.9199955513384414
h8max.cnf,2,-,887.2265745639801,12852.61996474268,2483136.0,0.919009123339962,163.5578454971312,2484556.8,0.9180192962542563
h8max.cnf,3,exact,894.6782548427582,12853.32514781954,2499466.4,0.9250530076007479,163.7508302211762,2499949.2,0.9237066366345065
h8max.cnf,3,approx,894.7566333770753,12852.59426922798,2488013.4,0.9208142500419138,163.8795078277588,2489774.6,0.9199472220251608
h8max.cnf,4,-,875.2859206676482,12852.43725218776,2481104.0,0.9182570797391977,163.6058556556702,2485665.8,0.9184290608446842
h8max.cnf,5,-,729.4899107933046,12850.9455546856,2635712.6,0.9754777530920945,162.9287824630738,2630686.2,0.9720126720346197
h8s_sim.cnf,1,exact,620.146054840088,11679.366153430918,2377928.6,0.9199394941728324,158.6962255954742,2380917.8,0.9219330051794209
h8s_sim.cnf,1,approx,615.5185699462892,11682.47825212478,2379034.2,0.920367213114754,159.1285968780518,2383729.4,0.923021705863402
h8s_sim.cnf,2,-,628.8965225219725,11679.18645906448,2373300.4,0.918149001402389,158.71123600006098,2377159.4,0.9204776869795797
h8s_sim.cnf,3,exact,627.5024727344513,11687.09289488794,2386994.0,0.9234465883263214,159.6996010780334,2382055.4,0.9223735037916336
h8s_sim.cnf,3,approx,625.8978037357331,11682.497440910342,2385808.4,0.9229879201121911,159.1441730976106,2382149.8,0.9224100571223236
h8s_sim.cnf,4,-,624.1129852294924,11682.730033445341,2374220.2,0.9185048406596064,159.6886778831482,2373905.6,0.9192177587232353
h8s_sim.cnf,5,-,494.573275232315,11682.18641133308,2526856.2,0.9775545045698534,158.7704183101654,2519935.2,0.9757629733346553
hs7729pci.cnf,1,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
hs7729pci.cnf,1,approx,3652.8454242229477,-1.0,2915158.8,-1.0,159.6058923721314,2915515.8,0.9253114717053949
hs7729pci.cnf,2,-,3660.4280767917617,-1.0,2899557.6,-1.0,159.84569487571738,2900151.6,0.9204352606028596
hs7729pci.cnf,3,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
hs7729pci.cnf,3,approx,3592.1561131954177,-1.0,2934149.4,-1.0,159.55027008056658,2931868.8,0.9305015030874231
hs7729pci.cnf,4,-,3751.136370754242,-1.0,2902166.0,-1.0,160.12988719940202,2900988.4,0.9207008399008775
hs7729pci.cnf,5,-,3129.355797576904,-1.0,3057122.6,-1.0,159.73389110565202,3056532.4,0.9700665979444265
innovator.cnf,1,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
innovator.cnf,1,approx,1500.9115023136142,-1.0,2710012.4,-1.0,167.50654687881482,2715292.6,0.9207128228081597
innovator.cnf,2,-,1510.634702444078,-1.0,2676984.0,-1.0,166.81327576637278,2675197.8,0.9071173095703126
innovator.cnf,3,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
innovator.cnf,3,approx,1523.419531345368,-1.0,2704062.4,-1.0,166.8297884941102,2706426.0,0.917706298828125
innovator.cnf,4,-,1516.489849328994,-1.0,2682619.6,-1.0,166.647746515274,2680111.6,0.9087835015190973
innovator.cnf,5,-,1285.132613277436,-1.0,2865837.0,-1.0,167.02890448570278,2867517.0,0.9723297119140621
integrator_arm7.cnf,1,exact,1248.58387413025,15453.999646568302,2716282.4,0.9185629163707688,159.2672900676724,2713328.8,0.9194084511623872
integrator_arm7.cnf,1,approx,1250.230314636228,15454.281529378899,2728274.4,0.92261824084407,159.1480162620544,2725815.6,0.9236395894777933
integrator_arm7.cnf,2,-,1250.08522515297,15453.958483123779,2697914.2,0.9123513577491462,159.405029964447,2695117.6,0.9132376062630119
integrator_arm7.cnf,3,exact,1227.152782249452,15454.70167183876,2728791.2,0.9227930066619322,159.70972504615779,2724921.2,0.9233365230308814
integrator_arm7.cnf,3,approx,1237.0819466590879,15453.89818434716,2729383.2,0.9229932028000405,159.2604695320128,2734008.8,0.9264158462005552
integrator_arm7.cnf,4,-,1243.705087375642,15458.832927560801,2696826.8,0.9119836326130331,159.711796569824,2697872.8,0.9141712027238029
integrator_arm7.cnf,5,-,1063.307969284058,15454.187653684621,2885919.6,0.9759289844780359,158.90859856605516,2883849.0,0.9771890315969815
integrator_arm9.cnf,1,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
integrator_arm9.cnf,1,approx,604.374416399002,-1.0,2752242.4,-1.0,131.4375849723816,2753442.2,0.9177161769411265
integrator_arm9.cnf,2,-,594.0814061164856,-1.0,2737895.4,-1.0,131.4583637714386,2739165.8,0.912957884492321
integrator_arm9.cnf,3,exact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
integrator_arm9.cnf,3,approx,600.1733296871184,-1.0,2757839.6,-1.0,131.417804479599,2759855.6,0.9198537489334473
integrator_arm9.cnf,4,-,601.2949885368347,-1.0,2742270.2,-1.0,131.0144994735716,2740506.6,0.9134047701578497
integrator_arm9.cnf,5,-,484.81945447921737,-1.0,2926673.2,-1.0,131.3369976043702,2923021.0,0.974236414782423
ipaq.cnf,1,exact,1847.937572336198,14879.582903480521,2673106.4,0.9225720547377865,144.314453411102,2674332.8,0.9221939000706214
ipaq.cnf,1,approx,1877.5619982719422,14880.036481332761,2676738.4,0.9238255707604962,144.3723201274872,2671797.0,0.9213194766287078
ipaq.cnf,2,-,1856.604120874404,14879.042791557342,2666115.8,0.9201593815251341,144.5306703090668,2666760.0,0.919582560911017
ipaq.cnf,3,exact,1786.130034208296,14878.430373573321,2686133.2,0.9270680080760668,144.16704511642462,2686085.4,0.9262465654793433
ipaq.cnf,3,approx,1917.54169034958,14879.168559551239,2685681.6,0.9269121468877806,144.44912495613121,2686264.0,0.926308152365819
ipaq.cnf,4,-,1895.9960767745943,14879.55956058502,2662961.4,0.9190707000983626,144.56833009719838,2661794.6,0.9178703351209393
ipaq.cnf,5,-,1621.9540755271921,14881.043924140922,2832333.6,0.9775263076153164,144.450152873993,2835651.6,0.9778216863082626
