Benchmark,Strategy,Sampling time,Approx n combinations,Approx coverage
calm32_ceb.cnf,3,324.5887282371521,391392520332415.4,0.9423412933312637
calm32_ceb.cnf,5,2.504060244560242,390906083312251.6,0.9411701169114487
ceb_v850.cnf,3,323.69582583904264,421806022439825.2,0.9422912928091713
ceb_v850.cnf,5,2.5200875282287596,421455363307216.6,0.9415079397278431
cerf.cnf,3,356.4617439508438,597224376924126.5,0.9385268364270087
cerf.cnf,5,2.608581209182739,595799868324691.6,0.936288248048925
cerfpda.cnf,3,363.37795469760897,635697517232904.8,0.941634403670247
cerfpda.cnf,5,1.6622548341751098,631183709837128.8,0.9349482735215796
cma230.cnf,3,347.1417568922043,456854164775646.2,0.9435286797532706
cma230.cnf,5,8.932607913017273,456190635341025.5,0.942158310169943
cma28x.cnf,3,339.52177183628083,447424446815508.7,0.940878991496852
cma28x.cnf,5,2.100189709663391,446994157183261.7,0.9399741449286289
cme555.cnf,3,370.2359568834305,574510553522987.2,0.935148643475238
cme555.cnf,5,1.8689928293228149,570700480956881.9,0.9289468702094783
cq7708.cnf,3,369.53011376857756,508063802808559.5,0.9425422474594404
cq7708.cnf,5,3.756603407859802,507339299546911.2,0.9411981742766024
cq7750.cnf,3,372.89721455574033,560155193908650.3,0.9410448968469263
cq7750.cnf,5,2.2582871198654173,559073827421524.2,0.9392282317059131
csb281.cnf,3,332.2555675983429,522207028328792.1,0.9353904982641494
csb281.cnf,5,2.3260310649871827,520124091522927.0,0.9316594889306937
dreamcast.cnf,3,357.55637500286105,540620632760571.2,0.9437458755563675
dreamcast.cnf,5,2.2011197090148924,538882584004499.9,0.9407118138767707
e7t.cnf,3,353.67413432598113,582634147820799.0,0.9345726111375693
e7t.cnf,5,2.3936758518218992,582240770011980.6,0.9339416146068543
ea2468.cnf,3,469.3529514789581,836823012456796.2,0.9431054475230698
ea2468.cnf,5,2.2095986127853395,835377729783835.8,0.9414766037391519
eb40.cnf,3,365.4482532501221,514729129362732.1,0.9424125133439296
eb40.cnf,5,2.1639366865158083,513905392998581.0,0.9409043425158408
eb40a.cnf,3,366.28210945129393,517952552959164.4,0.9438018586248376
eb40a.cnf,5,2.28239426612854,514886770322565.7,0.9382154562912057
eb42.cnf,3,362.7006372690201,501174710534840.8,0.9398262760701416
eb42.cnf,5,2.2229076623916626,500329792368614.6,0.9382418459760913
eb55.cnf,3,381.5456871509552,575859310056186.1,0.945807659526348
eb55.cnf,5,2.556091642379761,575329078104369.0,0.9449367915337731
ebsa285.cnf,3,345.13875041008,548381417829356.2,0.9368396225715442
ebsa285.cnf,5,2.0940735816955565,546303262826195.7,0.9332893601346579
ec555.cnf,3,371.76819534301757,580400883255400.8,0.9361499059634047
ec555.cnf,5,2.5394731521606446,574498762755089.8,0.9266301589906568
ecos-icse11.cnf,3,354.86847772598264,542932342743427.0,0.940112497184789
ecos-icse11.cnf,5,2.2644927978515623,543907695708126.9,0.9418013660163036
edb7xxx.cnf,3,365.92393176555635,529552667313903.2,0.9434384823344115
edb7xxx.cnf,5,1.9104729890823364,525751240163068.4,0.9366659498116691
edosk2674.cnf,3,344.0776317358017,433354852651286.9,0.9420590199556221
edosk2674.cnf,5,1.6930346965789795,433178827097711.3,0.941676362511096
embtoolkit.cnf,3,-1.0,-1.0,-1
embtoolkit.cnf,5,3.448726034164429,8408899350431971.0,0.9562202309276938
excalibur_arm9.cnf,3,369.449188542366,494302545684265.6,0.9353769495400996
excalibur_arm9.cnf,5,2.7871132612228395,494896531462741.9,0.936500958733239
fads.cnf,3,335.9730550527573,415667637772681.7,0.9430558509578365
fads.cnf,5,1.9362247467041016,414514778620584.5,0.9404402743049576
financial.cnf,3,500.905620765686,15530779094193.5,0.9302910452655351
financial.cnf,5,1.1327667713165284,15232890318344.5,0.9124475578927062
flexanet.cnf,3,351.23248569965364,584231071243715.2,0.9425366987268846
flexanet.cnf,5,1.6444180965423585,581213140453007.4,0.9376678879695166
freebsd-icse11.cnf,3,217.89525444507598,1239693051742297.5,0.9847111461871897
freebsd-icse11.cnf,5,8.676020407676697,1243743173876628.5,0.987928233193921
frv400.cnf,3,341.3409808397293,526525720567372.4,0.9398868561397419
frv400.cnf,5,9.226505136489868,525363741710815.7,0.9378126390374643
gps4020.cnf,3,352.16534729003905,456813129179867.7,0.9391785717759862
gps4020.cnf,5,2.4173187732696535,457547787209394.0,0.9406889816894514
grg.cnf,3,344.562891125679,527506956817024.5,0.9379565637799504
grg.cnf,5,2.418987822532654,525531492163571.2,0.9344440033970463
h8300h_sim.cnf,3,343.9504506349564,402906998109108.7,0.9429187007718741
h8300h_sim.cnf,5,2.135444450378418,401794100747646.3,0.9403141996361595
h8max.cnf,3,332.0225513458252,449121813108290.2,0.9411841232088507
h8max.cnf,5,1.8708662271499634,448850034019275.3,0.9406145802560587
h8s_sim.cnf,3,335.4055732250214,406212588601908.6,0.9491283163183097
h8s_sim.cnf,5,1.6308987617492676,403614430157082.0,0.9430576385021597
hs7729pci.cnf,3,366.24263391494753,657124650424832.6,0.9334656586736008
hs7729pci.cnf,5,3.767281723022461,652119389978058.6,0.9263555331642925
innovator.cnf,3,355.845872592926,559866516806202.7,0.9362365079021934
innovator.cnf,5,3.2011280059814453,556613564471072.6,0.9307967599565796
integrator_arm7.cnf,3,355.89116089344026,565174585516972.2,0.9420816331810254
integrator_arm7.cnf,5,2.8279945611953736,561461299700383.8,0.9358920088486438
integrator_arm9.cnf,3,351.14374659061434,581524842749872.1,0.9338225794400246
integrator_arm9.cnf,5,3.7123943090438845,582752108968299.8,0.9357933446103178
ipaq.cnf,3,373.5971791505814,539738536435993.7,0.9446992335457509
ipaq.cnf,5,2.551805353164673,539760200392650.5,0.9447371517633094
iq80310.cnf,3,351.3010289907455,568009672128114.6,0.9379968903428023
iq80310.cnf,5,2.6537734031677247,566008771393040.0,0.9346926531801624
iq80321.cnf,3,348.3052483558655,563705703848218.1,0.9411424525179142
iq80321.cnf,5,2.751425337791443,562374921800624.8,0.9389206274210796
ixdp425.cnf,3,347.9306136369705,542231314195069.9,0.9402411961788142
ixdp425.cnf,5,8.475400400161742,539815059713805.3,0.9360513570008443
jmr3904.cnf,3,334.9902176141739,435764688926110.9,0.9427907839382125
jmr3904.cnf,5,2.7470370531082153,434209308085164.1,0.9394256679487264
jtst.cnf,3,348.9184091091156,516838370014688.7,0.9438991148620796
jtst.cnf,5,2.526544189453125,516090902281010.2,0.9425340185899374
linux.cnf,3,353.60515186786654,489922452886611.5,0.9378203108234048
linux.cnf,5,2.3995164155960085,491031822265007.3,0.9399438900330025
lpcmt.cnf,3,353.84379546642305,532024989819484.8,0.9384221274213188
lpcmt.cnf,5,1.8653992891311646,532606631571382.2,0.939448066993063
m5272c3.cnf,3,381.2432523012161,724764809678881.2,0.9349925594814287
m5272c3.cnf,5,2.0855427503585817,727467846449068.1,0.9384796483058008
mac7100evb.cnf,3,350.3704000711441,501685402341340.7,0.9395731590965646
mac7100evb.cnf,5,2.0313248157501222,502419209326939.6,0.9409474573009943
mace1.cnf,3,350.02242436408994,502894009856129.6,0.943293503516355
mace1.cnf,5,2.1545788049697876,502771024198183.1,0.9430628155982392
malta_mips32_4kc.cnf,3,340.7959275484085,508438608758720.9,0.940121414674166
malta_mips32_4kc.cnf,5,9.959216165542603,506093008600307.5,0.9357843149708781
malta_mips64_5kc.cnf,3,345.46023576259614,505068493927894.9,0.9336526814224649
malta_mips64_5kc.cnf,5,2.1687654495239257,507291778736076.7,0.9377625711655008
mb93091.cnf,3,343.97229461669923,550261805130796.7,0.9371913789409496
mb93091.cnf,5,1.9498039960861206,550353354696137.3,0.9373473037436217
mb93093.cnf,3,331.9184502363205,508763185919862.7,0.9402436820954643
mb93093.cnf,5,2.243923544883728,508543112970605.1,0.9398369659535221
mbx.cnf,3,351.30131595134736,662531935211763.8,0.9363936050201462
mbx.cnf,5,2.0410897493362428,659813582090113.0,0.93255160383648
mcb2100.cnf,3,366.0150141477585,534410633152104.6,0.9428586603743068
mcb2100.cnf,5,2.261141777038574,532605904380867.9,0.939674584223818
moab.cnf,3,353.66893446445465,614100701985484.9,0.9316452624033936
moab.cnf,5,1.520157551765442,612561072050315.8,0.9293095071594781
mpc50.cnf,3,356.8831564426422,461982293568575.8,0.9420862069809983
mpc50.cnf,5,1.92865948677063,459057957808608.9,0.9361228260843727
nano.cnf,3,344.87687106132506,590321169851500.8,0.9357629216981905
nano.cnf,5,2.0459912538528444,589598295933404.5,0.934617039347762
npwr.cnf,3,349.69521472454073,567132609628692.5,0.935699054258413
npwr.cnf,5,2.0971935987472534,567015539048997.2,0.9355059022004243
ocelot.cnf,3,371.5167642593384,577014503502454.2,0.9362919425184993
ocelot.cnf,5,2.0580967903137206,575872041646854.8,0.9344381280588286
olpce2294.cnf,3,356.63214020729066,602457015844665.4,0.9362348807460953
olpce2294.cnf,5,7.218992614746094,601293599335356.5,0.9344268992831792
olpch2294.cnf,3,358.44266471862795,560119958255504.1,0.9392507663344637
olpch2294.cnf,5,2.0200427293777468,559615708061218.8,0.9384052021398189
olpcl2294.cnf,3,354.88220019340514,599775522967081.2,0.9340627746432323
olpcl2294.cnf,5,1.7148743391036987,598396834996912.8,0.9319156694989406
p2106.cnf,3,362.56292405128477,533135757521365.8,0.939925654066157
p2106.cnf,5,2.105007863044739,532621538976922.3,0.9390190797182535
pati.cnf,3,353.5176538705826,537917273418394.5,0.9397030687465439
pati.cnf,5,2.363252067565918,534330500007741.2,0.9334372316979019
pc_i82544.cnf,3,336.9570545196533,575909412880990.0,0.9386855908896383
pc_i82544.cnf,5,2.0039451837539675,574722094611105.2,0.9367503584957703
pc_i82559.cnf,3,346.82096281051633,574683875223292.0,0.9373179819949226
pc_i82559.cnf,5,2.7183884382247925,573082445032932.2,0.9347060254409814
pc_rltk8139.cnf,3,330.38604323863984,581322460817949.5,0.9347353779191615
pc_rltk8139.cnf,5,2.8864023208618166,582353203138322.2,0.9363927563576537
pc_usb_d12.cnf,3,352.1290031194687,620002373293657.4,0.9469166643110372
pc_usb_d12.cnf,5,2.7351266622543333,616874758434382.2,0.9421399235155762
pc_vmWare.cnf,3,338.48794016838076,569293714062089.1,0.9411853973044352
pc_vmWare.cnf,5,2.7827245235443114,565565248908178.2,0.9350213085914574
phycore.cnf,3,362.29822545051576,591354672859935.1,0.9378098375497371
phycore.cnf,5,2.7418645143508913,590623934653273.6,0.9366509839711117
phycore229x.cnf,3,418.17401638031004,774831924019376.9,0.9361747321954798
phycore229x.cnf,5,3.251095509529114,775067230598115.8,0.9364590365284658
picasso.cnf,3,363.81615788936614,534693143565909.0,0.9369953393978919
picasso.cnf,5,3.2088708162307737,534559545502733.5,0.9367612223831997
pid.cnf,3,349.34825961589814,485841080827789.0,0.9364130096243859
pid.cnf,5,2.6603595495223997,487613506339408.7,0.9398291931732182
prpmc1100.cnf,3,343.74808411598207,479745016843032.2,0.9434065968015178
prpmc1100.cnf,5,2.1543176651000975,477427386758747.4,0.9388490351100008
psim.cnf,3,327.4035719871521,406373512880985.3,0.9428432574135432
psim.cnf,5,2.159548616409302,405042101581265.4,0.9397541974059517
rattler.cnf,3,352.00622963905334,718363953345246.4,0.9297021835818664
rattler.cnf,5,8.136149549484253,717606406209803.6,0.9287217707664577
ref4955.cnf,3,346.39214022159575,473510748884508.5,0.9415807976889685
ref4955.cnf,5,2.872286820411682,470064027972483.3,0.9347269591364091
refidt334.cnf,3,328.25633201599123,593730166856739.2,0.9391207670242799
refidt334.cnf,5,3.1607847213745117,591433699677059.8,0.9354883761847775
sa1100mm.cnf,3,344.79712479114534,476883081100489.6,0.9421072726061254
sa1100mm.cnf,5,2.596487879753113,475360714825911.0,0.9390997590337397
sam7ex256.cnf,3,387.42960007190703,721891129641984.2,0.9399515499874856
sam7ex256.cnf,5,2.6110579490661623,721429306395936.8,0.9393502245824237
se7751.cnf,3,367.0661630153656,639644303068307.8,0.9330442737126914
se7751.cnf,5,1.725523591041565,637997485230404.8,0.9306420730737853
sh4_202_md.cnf,3,356.77980437278745,559048528858482.4,0.9376702167464079
sh4_202_md.cnf,5,1.8761813163757324,558840033759733.5,0.9373205160776062
sh7708.cnf,3,362.07153322696684,538160566297171.3,0.9383257776187798
sh7708.cnf,5,3.0746423244476317,536643385178464.8,0.9356804515912821
skmb91302.cnf,3,350.56248729228975,473287707217261.0,0.9408801357996848
skmb91302.cnf,5,2.1636917352676392,470046423807684.1,0.9344365727659041
sleb.cnf,3,343.11461157798766,418805884438273.6,0.9402079184645112
sleb.cnf,5,2.319613218307495,418971176272488.7,0.940578994175625
smdk2410.cnf,3,375.111735200882,564893102959970.8,0.9366769083138791
smdk2410.cnf,5,3.30056631565094,565418944325606.4,0.9375488316247608
snds.cnf,3,343.4487085342407,474765270269703.5,0.939453898060566
snds.cnf,5,2.305183243751526,474351398922742.2,0.9386349395677144
sparc_erc32.cnf,3,338.71033170223234,383565077968681.7,0.9431575699834704
sparc_erc32.cnf,5,1.8985254764556885,382368122952165.5,0.9402143479604032
sparc_leon.cnf,3,340.0035086631775,384902313509780.1,0.9464457312261916
sparc_leon.cnf,5,2.225486946105957,384077409788706.6,0.9444173552510943
sparclite_sim.cnf,3,340.5910652399063,384756982208356.3,0.9454493395167602
sparclite_sim.cnf,5,2.2276617288589478,383597529492370.8,0.9426002585248114
stb.cnf,3,366.1594737291336,543918479117966.3,0.9393609778384608
stb.cnf,5,1.8735700130462647,542658977353951.5,0.937185786419054
stdeval1.cnf,3,344.98320255279543,424961435760574.0,0.9452771000478353
stdeval1.cnf,5,2.1996726989746094,423021558905871.3,0.9409620704631357
stm3210e_eval.cnf,3,349.2501496553421,592866371989272.0,0.9476429247514603
stm3210e_eval.cnf,5,2.4053515195846558,592912794744152.9,0.947717127299098
toybox.cnf,3,410.5243669748306,1488651985413.5,1
toybox.cnf,5,0.9822358369827271,1489172578669.1,1
ts1000.cnf,3,366.83727447986604,669801735714315.2,0.9379232176604786
ts1000.cnf,5,2.398989748954773,668735444597542.8,0.9364300904530081
ts6.cnf,3,335.3902304410934,532687280376696.3,0.934831180326938
ts6.cnf,5,1.8758485555648803,533329388887173.7,0.9359580385772853
tx39_sim.cnf,3,338.81413633823394,398471470854150.0,0.9425427608569966
tx39_sim.cnf,5,1.579578971862793,397784397663443.3,0.9409175607876131
uClinux-config.cnf,3,-1.0,-1.0,-1
uClinux-config.cnf,5,23.66103312969208,8.789313874478287e+18,0.9611522909729758
uClinux.cnf,3,1345.333748459816,738668045404201.4,0.9919744166320944
uClinux.cnf,5,2.9624811172485352,738646801880758.9,0.991945888212725
uE250.cnf,3,361.11642372608185,536206177190977.4,0.9398731432678581
uE250.cnf,5,2.4409805059432985,536676068731036.8,0.940696778760206
vads.cnf,3,342.87995932102206,532522453823681.5,0.9349929543006895
vads.cnf,5,7.956390118598938,532996305388541.4,0.93582493400661
viper.cnf,3,353.97184512615206,679582178705950.8,0.9379004415058657
viper.cnf,5,2.1494319438934326,678518088357159.2,0.9364318762032351
vrc4373.cnf,3,349.279563331604,533951027739962.6,0.9443376387665646
vrc4373.cnf,5,1.9065889835357666,531427429126061.3,0.9398744407719224
vrc4375.cnf,3,339.67288718223574,569159271135223.1,0.9362827792221152
vrc4375.cnf,5,2.0228423357009886,568920246572592.2,0.9358895771903606
