Benchmark,Strategy,Sampling time,Approx coverage
FM-361.cnf,3,3.4182858228683473,74030.6
FM-361.cnf,5,0.2409719705581665,74032.0
XSEngine.cnf,3,41.81093046665192,2298007875.0
XSEngine.cnf,5,2.392995524406433,2297028374.3
aaed2000.cnf,3,44.98696284294128,2409621409.6
aaed2000.cnf,5,3.269472861289978,2410184991.0
adder.cnf,3,41.668450474739075,2375235125.7
adder.cnf,5,2.972996950149536,2371207679.2
adderII.cnf,3,43.12736077308655,2397795188.4
adderII.cnf,5,2.9613441228866577,2397058874.7
aeb.cnf,3,43.777048230171204,2011336154.8
aeb.cnf,5,2.6398754835128786,2009188032.9
aim711.cnf,3,43.184586358070376,2313103228.4
aim711.cnf,5,2.761880087852478,2310601381.1
aki3068net.cnf,3,40.080162453651425,2011013106.9
aki3068net.cnf,5,2.3571478605270384,2012522360.9
am31_sim.cnf,3,40.67762444019318,1790093547.7
am31_sim.cnf,5,2.0945726871490478,1786753803.3
asb.cnf,3,42.74809696674347,2110856026.8
asb.cnf,5,2.643969440460205,2104851564.4
asb2305.cnf,3,45.69473268985748,2145824163.8
asb2305.cnf,5,2.4096640586853026,2146457237.0
assabet.cnf,3,47.492625975608824,2257724619.6
assabet.cnf,5,2.9806573390960693,2258855308.9
at91sam7sek.cnf,3,48.25908646583557,2417678515.2
at91sam7sek.cnf,5,3.0517596006393433,2414442863.1
at91sam7xek.cnf,3,47.94613544940948,2587502006.0
at91sam7xek.cnf,5,2.569172406196594,2587242732.0
atlas_mips32_4kc.cnf,3,37.65631906986236,2052194865.1
atlas_mips32_4kc.cnf,5,2.3098365306854247,2055087558.0
atlas_mips64_5kc.cnf,3,56.60993669033051,2021269496.6
atlas_mips64_5kc.cnf,5,9.422500157356263,2018547766.5
axtls.cnf,3,7.70780758857727,916012.8
axtls.cnf,5,4.440144753456115,916064.0
brutus.cnf,3,43.358850026130675,2043134421.9
brutus.cnf,5,2.775524377822876,2046345909.8
buildroot.cnf,3,8.031924724578857,228169916.3
buildroot.cnf,5,1.4584070920944214,228185003.3
busybox_1_28_0.cnf,3,8.907002091407776,1295055163.0
busybox_1_28_0.cnf,5,2.33946430683136,1295118342.9
calm16_ceb.cnf,3,40.78568534851074,1823103139.8
calm16_ceb.cnf,5,2.5513416051864626,1822733130.6
calm32_ceb.cnf,3,41.595414304733275,1827661070.1
calm32_ceb.cnf,5,2.504060244560242,1823984949.4
ceb_v850.cnf,3,41.69056375026703,1908492985.9
ceb_v850.cnf,5,2.5200875282287596,1911574545.8
cerf.cnf,3,43.27311663627624,2350926034.1
cerf.cnf,5,2.608581209182739,2351751888.1
cerfpda.cnf,3,46.02000937461853,2436672319.7
cerfpda.cnf,5,1.6622548341751098,2434180562.5
cma230.cnf,3,59.09305374622345,2002721889.6
cma230.cnf,5,8.932607913017273,2001730093.3
cma28x.cnf,3,45.06752707958221,1981169078.0
cma28x.cnf,5,2.100189709663391,1978797001.6
cme555.cnf,3,46.01748082637787,2305445137.8
cme555.cnf,5,1.8689928293228149,2300770829.8
cq7708.cnf,3,44.560211992263795,2133622142.1
cq7708.cnf,5,3.756603407859802,2136590282.8
cq7750.cnf,3,48.119937133789065,2263954182.9
cq7750.cnf,5,2.2582871198654173,2263710785.5
csb281.cnf,3,39.391789293289186,2176103634.0
csb281.cnf,5,2.3260310649871827,2175344433.4
dreamcast.cnf,3,45.14704639911652,2216763588.0
dreamcast.cnf,5,2.2011197090148924,2216012033.3
e7t.cnf,3,42.80351176261902,2326431977.2
e7t.cnf,5,2.3936758518218992,2321719251.3
ea2468.cnf,3,57.210159635543825,2870376627.1
ea2468.cnf,5,2.2095986127853395,2870246537.2
eb40.cnf,3,44.51124167442322,2147917983.9
eb40.cnf,5,2.1639366865158083,2149784901.4
eb40a.cnf,3,46.859388899803164,2151304091.9
eb40a.cnf,5,2.28239426612854,2154319469.9
eb42.cnf,3,45.61868410110473,2115037854.7
eb42.cnf,5,2.2229076623916626,2115419755.7
eb55.cnf,3,45.703690028190614,2298899837.0
eb55.cnf,5,2.556091642379761,2298325576.8
ebsa285.cnf,3,38.73302903175354,2237771866.2
ebsa285.cnf,5,2.0940735816955565,2238036706.4
ec555.cnf,3,43.2096951007843,2313424512.0
ec555.cnf,5,2.5394731521606446,2310461402.8
ecos-icse11.cnf,3,40.09332985877991,2222096506.4
ecos-icse11.cnf,5,2.2644927978515623,2223364756.7
edb7xxx.cnf,3,44.65385172367096,2188269718.8
edb7xxx.cnf,5,1.9104729890823364,2185862597.5
edosk2674.cnf,3,41.29520273208618,1943581859.4
edosk2674.cnf,5,1.6930346965789795,1944060066.8
embtoolkit.cnf,3,74.0429458618164,10962010332.9
embtoolkit.cnf,5,3.448726034164429,10977136267.5
excalibur_arm9.cnf,3,44.806640934944156,2103029615.1
excalibur_arm9.cnf,5,2.7871132612228395,2104867617.3
fads.cnf,3,41.68350920677185,1892694570.1
fads.cnf,5,1.9362247467041016,1891745971.2
financial.cnf,3,73.45124881267547,320483748.2
financial.cnf,5,1.1327667713165284,314605876.0
flexanet.cnf,3,42.56271090507507,2319430691.4
flexanet.cnf,5,1.6444180965423585,2318123750.1
freebsd-icse11.cnf,3,31.578518390655518,3416781055.2
freebsd-icse11.cnf,5,8.676020407676697,3419036339.6
frv400.cnf,3,53.13684175014496,2187212015.6
frv400.cnf,5,9.226505136489868,2183189197.6
gps4020.cnf,3,43.44159781932831,2005251894.2
gps4020.cnf,5,2.4173187732696535,2004847172.8
grg.cnf,3,42.10230977535248,2185088799.3
grg.cnf,5,2.418987822532654,2180332127.2
h8300h_sim.cnf,3,42.71296615600586,1855658236.8
h8300h_sim.cnf,5,2.135444450378418,1855115037.4
h8max.cnf,3,40.3865665435791,1983123477.0
h8max.cnf,5,1.8708662271499634,1986583770.4
h8s_sim.cnf,3,41.2576539516449,1858586602.3
h8s_sim.cnf,5,1.6308987617492676,1859624335.2
hs7729pci.cnf,3,45.26868846416473,2499329528.0
hs7729pci.cnf,5,3.767281723022461,2495029698.6
innovator.cnf,3,45.48399434089661,2262816780.1
innovator.cnf,5,3.2011280059814453,2264145330.9
integrator_arm7.cnf,3,42.8885279417038,2277922735.6
integrator_arm7.cnf,5,2.8279945611953736,2272088322.6
integrator_arm9.cnf,3,44.13429715633392,2322774890.7
integrator_arm9.cnf,5,3.7123943090438845,2322760423.1
ipaq.cnf,3,47.942555856704715,2208177838.6
ipaq.cnf,5,2.551805353164673,2210933673.1
iq80310.cnf,3,42.49604992866516,2281997463.9
iq80310.cnf,5,2.6537734031677247,2281478076.6
iq80321.cnf,3,41.73375749588013,2263909466.6
iq80321.cnf,5,2.751425337791443,2269462228.9
ixdp425.cnf,3,57.04556033611298,2219135557.3
ixdp425.cnf,5,8.475400400161742,2214641137.3
jmr3904.cnf,3,42.12746257781983,1946028382.4
jmr3904.cnf,5,2.7470370531082153,1944057687.9
jtst.cnf,3,43.47523317337036,2157582747.3
jtst.cnf,5,2.526544189453125,2155012389.0
linux.cnf,3,46.18103506565094,2090703425.0
linux.cnf,5,2.3995164155960085,2094446377.4
lpcmt.cnf,3,44.167234206199645,2198801658.4
lpcmt.cnf,5,1.8653992891311646,2196695451.0
m5272c3.cnf,3,43.93418529033661,2657601303.1
m5272c3.cnf,5,2.0855427503585817,2656498773.8
mac7100evb.cnf,3,43.78926017284393,2118215516.1
mac7100evb.cnf,5,2.0313248157501222,2119324071.3
mace1.cnf,3,43.43745641708374,2120711337.5
mace1.cnf,5,2.1545788049697876,2118340719.9
malta_mips32_4kc.cnf,3,55.76956977844238,2138185675.9
malta_mips32_4kc.cnf,5,9.959216165542603,2137380988.2
malta_mips64_5kc.cnf,3,40.89021513462067,2132841954.5
malta_mips64_5kc.cnf,5,2.1687654495239257,2138838775.7
mb93091.cnf,3,40.712147092819215,2242190444.8
mb93091.cnf,5,1.9498039960861206,2243555602.3
mb93093.cnf,3,41.82659385204315,2138362217.7
mb93093.cnf,5,2.243923544883728,2141140004.9
mbx.cnf,3,41.725509238243106,2498892537.3
mbx.cnf,5,2.0410897493362428,2503026284.1
mcb2100.cnf,3,43.5572642326355,2198927207.7
mcb2100.cnf,5,2.261141777038574,2196653057.8
moab.cnf,3,41.880100917816165,2400543975.7
moab.cnf,5,1.520157551765442,2393823341.6
mpc50.cnf,3,44.26379067897797,2006842777.6
mpc50.cnf,5,1.92865948677063,2007749106.7
nano.cnf,3,40.42109069824219,2339085209.5
nano.cnf,5,2.0459912538528444,2342780939.7
npwr.cnf,3,41.601031470298764,2285297051.3
npwr.cnf,5,2.0971935987472534,2281639265.8
ocelot.cnf,3,45.47058465480804,2305526431.8
ocelot.cnf,5,2.0580967903137206,2306501324.8
olpce2294.cnf,3,56.42875430583954,2371226583.1
olpce2294.cnf,5,7.218992614746094,2367580698.1
olpch2294.cnf,3,44.796719670295715,2263810367.4
olpch2294.cnf,5,2.0200427293777468,2263855673.3
olpcl2294.cnf,3,42.069545364379884,2366941096.3
olpcl2294.cnf,5,1.7148743391036987,2362061223.7
p2106.cnf,3,44.54253077507019,2198519580.7
p2106.cnf,5,2.105007863044739,2196248284.4
pati.cnf,3,43.578808832168576,2203121261.6
pati.cnf,5,2.363252067565918,2209709361.3
pc_i82544.cnf,3,40.55827929973602,2301883095.0
pc_i82544.cnf,5,2.0039451837539675,2301049339.0
pc_i82559.cnf,3,41.81594660282135,2300550421.5
pc_i82559.cnf,5,2.7183884382247925,2297007689.2
pc_rltk8139.cnf,3,38.78035504817963,2321729372.6
pc_rltk8139.cnf,5,2.8864023208618166,2321546545.5
pc_usb_d12.cnf,3,44.10398178100586,2396994613.2
pc_usb_d12.cnf,5,2.7351266622543333,2392678698.8
pc_vmWare.cnf,3,42.82975568771362,2281894849.7
