Benchmark,Strategy,Sampling time,Approx coverage
pc_vmWare.cnf,5,2.7827245235443114,2277235765.0
phycore.cnf,3,46.351222729682924,2332931056.9
phycore.cnf,5,2.7418645143508913,2337888854.7
phycore229x.cnf,3,54.691959738731384,2753635590.8
phycore229x.cnf,5,3.251095509529114,2749357127.6
picasso.cnf,3,43.64925351142883,2199336998.2
picasso.cnf,5,3.2088708162307737,2199966488.9
pid.cnf,3,44.028046822547914,2084547287.1
pid.cnf,5,2.6603595495223997,2084066714.2
prpmc1100.cnf,3,43.218798351287845,2056270094.4
prpmc1100.cnf,5,2.1543176651000975,2056622348.7
psim.cnf,3,41.11896376609802,1867107794.8
psim.cnf,5,2.159548616409302,1866888826.8
rattler.cnf,3,55.30436637401581,2638550222.7
rattler.cnf,5,8.136149549484253,2639474966.1
ref4955.cnf,3,42.61303606033325,2044615623.2
ref4955.cnf,5,2.872286820411682,2040610156.5
refidt334.cnf,3,40.435289573669436,2350328656.3
refidt334.cnf,5,3.1607847213745117,2346604708.5
sa1100mm.cnf,3,41.54346420764923,2054919988.2
sa1100mm.cnf,5,2.596487879753113,2053576268.6
sam7ex256.cnf,3,47.802308201789856,2621711974.7
sam7ex256.cnf,5,2.6110579490661623,2628135335.5
se7751.cnf,3,45.88017055988312,2456908482.7
se7751.cnf,5,1.725523591041565,2455782068.1
sh4_202_md.cnf,3,44.65285682678223,2266882962.9
sh4_202_md.cnf,5,1.8761813163757324,2267508351.7
sh7708.cnf,3,46.99355108737946,2213719915.8
sh7708.cnf,5,3.0746423244476317,2210222282.9
skmb91302.cnf,3,42.62440345287323,2043889322.6
skmb91302.cnf,5,2.1636917352676392,2044963966.6
sleb.cnf,3,41.97619535923004,1902764140.2
sleb.cnf,5,2.319613218307495,1903558540.2
smdk2410.cnf,3,47.137113094329834,2282356711.2
smdk2410.cnf,5,3.30056631565094,2280081422.1
snds.cnf,3,43.02938585281372,2046631113.8
snds.cnf,5,2.305183243751526,2049177504.4
sparc_erc32.cnf,3,41.04044787883758,1806572070.5
sparc_erc32.cnf,5,1.8985254764556885,1803243099.7
sparc_leon.cnf,3,40.90714409351349,1804487130.7
sparc_leon.cnf,5,2.225486946105957,1805906809.5
sparclite_sim.cnf,3,40.34689559936523,1808303715.5
sparclite_sim.cnf,5,2.2276617288589478,1805605176.0
stb.cnf,3,44.073020696640015,2229750848.1
stb.cnf,5,1.8735700130462647,2227272216.1
stdeval1.cnf,3,40.923995399475096,1916498529.6
stdeval1.cnf,5,2.1996726989746094,1913587901.2
stm3210e_eval.cnf,3,42.2887077331543,2336058331.9
stm3210e_eval.cnf,5,2.4053515195846558,2337813811.1
toybox.cnf,3,69.02811365127563,60525051.6
toybox.cnf,5,0.9822358369827271,60585083.7
ts1000.cnf,3,42.33811075687409,2522856831.6
ts1000.cnf,5,2.398989748954773,2521572488.7
ts6.cnf,3,39.56260850429535,2204056537.7
ts6.cnf,5,1.8758485555648803,2204521023.5
tx39_sim.cnf,3,42.46167116165161,1844087011.1
tx39_sim.cnf,5,1.579578971862793,1844660191.2
uClinux-config.cnf,3,-1.0,-1.0
uClinux-config.cnf,5,23.66103312969208,705044553998.7
uClinux.cnf,3,234.93192296028138,2463903653.0
uClinux.cnf,5,2.9624811172485352,2463521864.9
uE250.cnf,3,45.46210563182831,2206876541.3
uE250.cnf,5,2.4409805059432985,2204637243.6
vads.cnf,3,52.78059332370758,2204707496.0
vads.cnf,5,7.956390118598938,2203837756.8
viper.cnf,3,43.85138580799103,2542958622.7
viper.cnf,5,2.1494319438934326,2543944821.1
vrc4373.cnf,3,43.10550582408905,2193582595.4
vrc4373.cnf,5,1.9065889835357666,2190014523.4
vrc4375.cnf,3,42.8028285741806,2289192663.5
vrc4375.cnf,5,2.0228423357009886,2287451862.5
