Benchmark,Strategy,Preprocessing,Sampling time,Approx Coverage time,Approx n combinations,Approx coverage
at91sam7xek.cnf,5,-,1155.0129265785217,1185.848957014084,2.1770281075436566e+17,0.7427954417098216
atlas_mips32_4kc.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
atlas_mips32_4kc.cnf,4,-,2840.9649656772613,1246.9334341526032,1.1053849674116574e+17,0.6011659080082421
atlas_mips32_4kc.cnf,5,-,577.3984076499939,1216.1404022693634,1.240029368652066e+17,0.6743925449865356
atlas_mips64_5kc.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
atlas_mips64_5kc.cnf,4,-,3502.5122931957244,1249.5272438049317,1.0736374576352984e+17,0.6052084858093643
atlas_mips64_5kc.cnf,5,-,1218.5559060096741,1222.147342777252,1.2038567963427938e+17,0.6786130119292333
axtls.cnf,3,approx,105.57218589782715,608.7995648384094,28819883400.6,0.9456641412391631
axtls.cnf,4,-,110.21285758018493,613.3220028400422,25996555592.6,0.8530225496727869
axtls.cnf,5,-,0.8538970470428466,624.5137681484223,28849901583.0,0.9466491250535066
brutus.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
brutus.cnf,4,-,2871.723098564148,1258.9916598320008,1.1484095312659032e+17,0.6327987980757264
brutus.cnf,5,-,668.472498178482,1238.3812598228455,1.2816582684627627e+17,0.7062217699752495
buildroot.cnf,3,approx,416.5708842754364,684.6313485145569,2513616734986766.5,1.0000529758347465
buildroot.cnf,4,-,415.48015933036805,727.0965115547181,2511708569289241.0,0.9992938040972119
buildroot.cnf,5,-,12.862403631210327,702.2319733142853,2511883484478181.5,0.9993633948398195
busybox_1_28_0.cnf,3,approx,736.3791022777557,770.75762424469,7.878350519566952e+16,0.9524295587324728
busybox_1_28_0.cnf,4,-,727.4633738994598,763.7751967430115,7.87713512153449e+16,0.9522826268323413
busybox_1_28_0.cnf,5,-,19.34783821105957,763.6602684497833,8.019245078415683e+16,0.969462583878894
calm16_ceb.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
calm16_ceb.cnf,4,-,3646.441778373718,1319.5944098949433,9.018641766484853e+16,0.6264057080741396
calm16_ceb.cnf,5,-,1456.5058804988862,1276.8794395446778,1.0222998257679234e+17,0.7100564173687332
calm32_ceb.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
calm32_ceb.cnf,4,-,3677.323232746124,1175.4326674938202,9.238246519760029e+16,0.6416587444551822
calm32_ceb.cnf,5,-,1457.882846736908,1138.5232271671296,1.025114278220245e+17,0.7120112450765916
ceb_v850.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ceb_v850.cnf,4,-,2712.1320504665373,1183.5283896923065,1.027926228408121e+17,0.6487990357474287
ceb_v850.cnf,5,-,637.6241711616516,1132.6609527111054,1.087474669403339e+17,0.6863843896670301
cerf.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
cerf.cnf,4,-,4912.399401569366,975.9201075077057,1.359971374131854e+17,0.5662571231942984
cerf.cnf,5,-,2159.087370252609,906.8500256538391,1.6076219199155005e+17,0.6693724447961701
cerfpda.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
cerfpda.cnf,4,-,4775.317373847962,1197.0562766075134,1.4996569482561507e+17,0.5795868102885876
cerfpda.cnf,5,-,2011.7275633335114,1139.5886525630951,1.72079127018854e+17,0.6650507135120277
cma230.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
cma230.cnf,4,-,2946.0805525779724,1313.6649415016175,1.1094553021227525e+17,0.6375377319642936
cma230.cnf,5,-,691.9164029598236,1272.8013776302337,1.2285419600174618e+17,0.7059697252461647
cma28x.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
cma28x.cnf,4,-,2831.6375449180605,1287.36385307312,1.0030674647756574e+17,0.5897577993989603
cma28x.cnf,5,-,595.7846120357514,1204.9176097869872,1.17503132643333e+17,0.6908646862124598
cme555.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
cme555.cnf,4,-,3518.460025072098,1323.3488151550293,1.3459677887985438e+17,0.5820862050504504
cme555.cnf,5,-,1099.243026638031,1240.5033301353455,1.6003629670538003e+17,0.6921036401823241
cq7708.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
cq7708.cnf,4,-,4236.681616258621,1323.145289850235,1.2236062190847798e+17,0.617269797942188
cq7708.cnf,5,-,1749.537523508072,1251.0988890171052,1.36060278138052e+17,0.6863801367163054
cq7750.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
cq7750.cnf,4,-,2931.277642202377,1421.6889558315277,1.3324450937757819e+17,0.6007355216888117
cq7750.cnf,5,-,555.8286452293396,1357.4615260124206,1.6350412510454518e+17,0.7371616012680535
csb281.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
csb281.cnf,4,-,4872.661896800995,1006.6084017753601,1.1837818828070494e+17,0.5788903080199335
csb281.cnf,5,-,2265.2423117637636,938.4929127693176,1.3701730620603376e+17,0.6700388960641059
dreamcast.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
dreamcast.cnf,4,-,3768.904996395111,1176.0035907745362,1.353452185527744e+17,0.636035462053816
dreamcast.cnf,5,-,1402.6274579524993,1135.0428603649138,1.5679865680423866e+17,0.7368528212248199
e7t.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
e7t.cnf,4,-,5220.135402965546,1005.9232751846314,1.3126751369338642e+17,0.5571754975873668
e7t.cnf,5,-,2378.872137928009,939.0235397815704,1.62594009791119e+17,0.6901433245829522
ea2468.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ea2468.cnf,4,-,4897.706183290482,1422.5386395931243,2.1129905470756816e+17,0.5848734257710889
ea2468.cnf,5,-,1784.451093196869,1360.465376663208,2.5479539626698784e+17,0.7052708138785523
eb40.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
eb40.cnf,4,-,4536.6504339694975,1325.6836143016815,1.3255257401442728e+17,0.6584010386036654
eb40.cnf,5,-,2140.630380153656,1309.1181226730346,1.4135473580168946e+17,0.7021221998544468
eb40a.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
eb40a.cnf,4,-,3089.9502149105074,1288.8704441547393,1.3249180446738773e+17,0.6564929512695253
eb40a.cnf,5,-,936.734877204895,1266.4283217430116,1.418464956976204e+17,0.7028451681378695
eb42.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
eb42.cnf,4,-,3005.6543274879455,1361.924555158615,1.2740901623071464e+17,0.6555362125494206
eb42.cnf,5,-,816.4388219356537,1280.6310921669005,1.3757995360785787e+17,0.7078670284017017
eb55.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
eb55.cnf,4,-,3408.324588727951,1397.9271820545196,1.422505107055314e+17,0.6185744616889821
eb55.cnf,5,-,891.5959388732911,1359.2186865329743,1.6144597853463683e+17,0.7020456992990654
ebsa285.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ebsa285.cnf,4,-,3532.255061006546,1212.7981382369994,1.2186833322166448e+17,0.5586623154183548
ebsa285.cnf,5,-,1028.0646118164063,1113.235499572754,1.467813957689744e+17,0.6728674484411165
ec555.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ec555.cnf,4,-,4066.11773352623,1373.0409468650819,1.3808490891599526e+17,0.5933790683299398
ec555.cnf,5,-,1596.3792953014374,1342.3667866230012,1.626865749784688e+17,0.6990974542282545
ecos-icse11.cnf,3,approx,3518.4847464561462,1107.4198965072633,1.618164742727162e+17,0.7532100905390738
ecos-icse11.cnf,4,-,3671.6895331382752,1137.77281870842,1.2786172352489208e+17,0.5951602936939298
ecos-icse11.cnf,5,-,1241.5111849308014,1094.0771602630616,1.519068109991438e+17,0.7070834003794569
edb7xxx.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
edb7xxx.cnf,4,-,4721.558877563477,1171.1072425365448,1.2965823811413998e+17,0.6193460115862555
edb7xxx.cnf,5,-,2309.628318452835,1133.4069796085357,1.3953438246818824e+17,0.6665219620271774
edosk2674.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
edosk2674.cnf,4,-,2962.39531955719,1270.6635004520417,1.0372337760674246e+17,0.633160588376054
edosk2674.cnf,5,-,785.6350380420685,1231.846621608734,1.1313139290191579e+17,0.690590115230911
embtoolkit.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
embtoolkit.cnf,4,-,2668.826437520981,1415.5386493206024,4.849000889074327e+18,0.8231609225501793
embtoolkit.cnf,5,-,33.09793844223022,1426.5498087406158,4.994197810832752e+18,0.8478093882445066
excalibur_arm9.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
excalibur_arm9.cnf,4,-,2735.928884649277,1288.640703010559,1.2244717030509629e+17,0.632986157691277
excalibur_arm9.cnf,5,-,581.5698591709137,1261.2489687919617,1.3371964459643738e+17,0.6912588002649758
fads.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
fads.cnf,4,-,2627.0529306411745,1172.525465154648,9.97088185665921e+16,0.6417334848162484
fads.cnf,5,-,571.7683595180512,1155.375487422943,1.0885086901664133e+17,0.7005724117839552
financial.cnf,3,approx,1790.3805409431457,2218.3080278873445,2052109063673802.2,0.7760425450609263
financial.cnf,4,-,1836.8982491493225,2239.6019292354586,1332055374717464.2,0.5037410834817823
financial.cnf,5,-,6.6621325492858885,2217.6878286838532,1547008929105927.2,0.5850296983855519
flexanet.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
flexanet.cnf,4,-,4574.798510408402,985.616725730896,1.3442744306087032e+17,0.5766160166236395
flexanet.cnf,5,-,2004.1648229599,928.4509370326996,1.541940173491056e+17,0.6614031930279133
frv400.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
frv400.cnf,4,-,5056.28035736084,1397.8151169776916,1.2543172322189643e+17,0.6026004041189317
frv400.cnf,5,-,2599.9074837207795,1365.8197318553925,1.46695305578778e+17,0.7047551301494848
gps4020.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
gps4020.cnf,4,-,2949.0866445541383,1110.42773976326,1.107418801416291e+17,0.633294474680485
gps4020.cnf,5,-,741.8623281478882,1052.249782180786,1.2350241575977712e+17,0.7062675602972504
grg.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
grg.cnf,4,-,5640.7540204048155,1154.889450263977,1.2453121315032715e+17,0.598881549098867
grg.cnf,5,-,3021.8876699447633,1095.004832792282,1.450613498833564e+17,0.6976127810434732
h8300h_sim.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
h8300h_sim.cnf,4,-,2531.3827608585357,1225.0943527698516,8.460962944879606e+16,0.5674257440320518
h8300h_sim.cnf,5,-,316.0804064273834,1139.7838178157806,1.0581048862789133e+17,0.709607117147474
h8max.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
h8max.cnf,4,-,2837.3879446983337,1254.990842294693,1.0933522597679349e+17,0.6425752736186899
h8max.cnf,5,-,729.4899107933045,1201.8656766414642,1.174072726853633e+17,0.6900155891810598
h8s_sim.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
h8s_sim.cnf,4,-,2793.9589376926424,1169.3296588897706,8.772612976855274e+16,0.5859756920647993
h8s_sim.cnf,5,-,494.57327523231504,1127.5634715080262,1.062719273319839e+17,0.709854251289931
hs7729pci.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
hs7729pci.cnf,4,-,5866.734652328491,1305.465204000473,1.6444747481671536e+17,0.6076284900941712
hs7729pci.cnf,5,-,3129.3557975769045,1259.3612785339355,1.777391621051163e+17,0.6567408762032099
innovator.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
innovator.cnf,4,-,3628.9120150089266,1343.5177069664,1.3690493975376578e+17,0.6139274877356418
innovator.cnf,5,-,1285.1326132774352,1306.8132645606995,1.518792332312278e+17,0.6810772223746476
integrator_arm7.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
integrator_arm7.cnf,4,-,3375.8600076198577,1317.1993126869202,1.3469231825693048e+17,0.5985281319584083
integrator_arm7.cnf,5,-,1063.3079692840577,1262.6616889953614,1.541562548899937e+17,0.685019431420059
integrator_arm9.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
integrator_arm9.cnf,4,-,2746.118013429642,996.7502814292908,1.4078844226356949e+17,0.5981237962891454
integrator_arm9.cnf,5,-,484.81945447921754,941.4601702690125,1.5996508477214803e+17,0.6795935961739815
ipaq.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ipaq.cnf,4,-,4029.8794640541078,1196.6698441505432,1.3214401965318246e+17,0.6226390798322858
ipaq.cnf,5,-,1621.9540755271912,1151.6268443584443,1.4802214286237216e+17,0.6974539677884768
iq80310.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
iq80310.cnf,4,-,5661.984331321716,1269.4310348033905,1.2647250651531086e+17,0.556434184382824
iq80310.cnf,5,-,3012.1634903907775,1224.1423368930816,1.5650028944629366e+17,0.6885457821078453
iq80321.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
iq80321.cnf,4,-,4353.616155862808,1266.467757844925,1.3157904254181109e+17,0.5826895160882086
iq80321.cnf,5,-,1836.4600162506104,1225.406363630295,1.565564026187911e+17,0.693300184590312
ixdp425.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ixdp425.cnf,4,-,5350.2788751602175,1239.4137064933777,1.3305370239216666e+17,0.6207507662556815
ixdp425.cnf,5,-,2762.6069181919097,1234.1803926467896,1.4963820740001392e+17,0.698124368090894
jmr3904.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
jmr3904.cnf,4,-,3644.0677810668944,1217.3161854743958,1.064113092291908e+17,0.6498477247573977
jmr3904.cnf,5,-,1401.0763513088227,1206.0892589092255,1.1535500492264195e+17,0.7044663582411158
jtst.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
jtst.cnf,4,-,3451.430379295349,1396.6552103519439,1.2726483564088923e+17,0.6305934761669242
jtst.cnf,5,-,1200.673055791855,1356.7812930583955,1.4246201934349462e+17,0.7058950694995465
linux.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
linux.cnf,4,-,3253.0583470344545,1298.2226940155028,1.1220828532897634e+17,0.5888388628700203
linux.cnf,5,-,910.9525004863739,1220.8248281002045,1.311700739719104e+17,0.6883452231156273
lpcmt.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
lpcmt.cnf,4,-,3732.375456190109,1289.2657573223114,1.3924271625221043e+17,0.6644587007421959
lpcmt.cnf,5,-,1454.4180171966552,1279.685519695282,1.4264421921227829e+17,0.6806904886464451
m5272c3.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
m5272c3.cnf,4,-,4829.428696727753,1247.6572235584258,1.9950291301265942e+17,0.661172320914759
m5272c3.cnf,5,-,2308.8736214160917,1223.7666726589202,2.232402370566503e+17,0.7398401528449888
mac7100evb.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
mac7100evb.cnf,4,-,3923.2271202087404,1183.1992652893066,1.2646275525965213e+17,0.645757758490501
mac7100evb.cnf,5,-,1565.767200565338,1165.554629611969,1.3877312236873266e+17,0.7086182825573155
mace1.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
mace1.cnf,4,-,3888.984450674057,1156.283569097519,1.2811756278711744e+17,0.6549136946883081
mace1.cnf,5,-,1571.584750699997,1148.8896582603454,1.379487830633842e+17,0.7051691058462847
malta_mips32_4kc.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
malta_mips32_4kc.cnf,4,-,3930.3159064769743,1170.3496053695678,1.134520864085085e+17,0.5731429495513183
malta_mips32_4kc.cnf,5,-,1491.754665517807,1129.5262639045716,1.325883713688046e+17,0.6698165952532283
malta_mips64_5kc.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
malta_mips64_5kc.cnf,4,-,3410.878561735153,1350.3951197624206,1.269676390592422e+17,0.6411935579968366
malta_mips64_5kc.cnf,5,-,1151.0750898838044,1335.0410895824432,1.3339018736622347e+17,0.6736277800621804
mb93091.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
mb93091.cnf,4,-,3217.831430912018,1136.1395581722259,1.3623480805652184e+17,0.6231133133069402
mb93091.cnf,5,-,993.9094475746155,1101.3742467403413,1.662027099370671e+17,0.7601810634658903
mb93093.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
mb93093.cnf,4,-,3499.947319936752,1110.9772753238678,1.2299376582310714e+17,0.6171774495013251
mb93093.cnf,5,-,1174.9653944969177,1085.4268222332,1.4460022178607376e+17,0.7255977201934611
mbx.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
mbx.cnf,4,-,3829.44354095459,1292.950408411026,1.6853615178486506e+17,0.6166433489376802
mbx.cnf,5,-,1384.0590073108674,1268.9923727035523,1.8238262727303126e+17,0.667305102665779
mcb2100.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
mcb2100.cnf,4,-,3885.461233186722,972.4208722114563,1.3287516673482373e+17,0.634286089931751
mcb2100.cnf,5,-,1468.5049077987671,960.5189581394195,1.4295680629490024e+17,0.6824112881444752
moab.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
moab.cnf,4,-,3911.3772459983825,1377.454759311676,1.3540926694701288e+17,0.5423566571803847
moab.cnf,5,-,1330.1826006889344,1301.0989918231965,1.7308560072168118e+17,0.6932622111469207
mpc50.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
mpc50.cnf,4,-,2783.20707988739,1090.9455969810485,1.1909405483800798e+17,0.6769713242988927
mpc50.cnf,5,-,722.2907189846039,1075.7684691905974,1.2462834537314314e+17,0.7084301237975019
nano.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
nano.cnf,4,-,3835.335155725479,1290.7705214977263,1.3130097526240718e+17,0.5518778714635909
nano.cnf,5,-,1228.1382596492767,1227.612713909149,1.5795675590239248e+17,0.6639161518525662
npwr.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
npwr.cnf,4,-,4312.967802667617,1313.639189529419,1.3556137850321083e+17,0.5936650400313213
npwr.cnf,5,-,1775.5221676826477,1266.0057118892669,1.6373683251275072e+17,0.717054033394781
ocelot.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ocelot.cnf,4,-,4639.331554698944,1263.9589663505553,1.3340064334315174e+17,0.5777924905406915
ocelot.cnf,5,-,1960.8698085784913,1222.8270970344543,1.6061074813709424e+17,0.6956464515318949
olpce2294.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
olpce2294.cnf,4,-,4455.383407068252,1334.9559028625488,1.434772460237232e+17,0.5908241953579904
olpce2294.cnf,5,-,1856.3596502780915,1540.1339861392976,1.5911566523973382e+17,0.6552215594420674
olpch2294.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
olpch2294.cnf,4,-,3027.7947101593018,978.7830091476441,1.4119711600748664e+17,0.632775686467334
olpch2294.cnf,5,-,710.8721638679505,933.1826367378235,1.527620795856001e+17,0.6846041371753671
olpcl2294.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
olpcl2294.cnf,4,-,3981.7679258823396,1260.9364022731781,1.412776722614658e+17,0.5827798185804396
olpcl2294.cnf,5,-,1492.230066728592,1208.736142063141,1.6292651971264048e+17,0.6720827578780346
p2106.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
p2106.cnf,4,-,3882.8533597946166,1200.7434569835664,1.2751928836285061e+17,0.607902744149755
p2106.cnf,5,-,1527.095294904709,1168.4805281162262,1.4150049885500406e+17,0.6745531805961322
pati.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
pati.cnf,4,-,4856.682100200653,1020.9410790920258,1.2157257387110805e+17,0.5735890387235989
pati.cnf,5,-,2330.0077739715575,971.6154099464417,1.3965207391614242e+17,0.6588895528216969
pc_i82544.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
pc_i82544.cnf,4,-,4011.658650302887,1298.8378394603728,1.3308225904800416e+17,0.5792381771828682
pc_i82544.cnf,5,-,1438.4107720851898,1244.0573211193084,1.558100227614936e+17,0.6781603665041049
pc_i82559.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
pc_i82559.cnf,4,-,4130.539601945877,1374.920288515091,1.3427745637487584e+17,0.5828336664844948
pc_i82559.cnf,5,-,1536.1640441417694,1303.776004266739,1.54271576615541e+17,0.6696184978523544
pc_rltk8139.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
pc_rltk8139.cnf,4,-,4884.775408411026,1354.002310037613,1.2924271989159042e+17,0.5502245402567224
pc_rltk8139.cnf,5,-,2186.5010756015777,1536.980954360962,1.5645657965801382e+17,0.6660820020244049
pc_usb_d12.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
pc_usb_d12.cnf,4,-,4928.640792179108,1174.6533517360688,1.5406027317978518e+17,0.612399485186646
pc_usb_d12.cnf,5,-,2117.8569836139677,1121.238327360153,1.7582803618155782e+17,0.6989277418280838
pc_vmWare.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
pc_vmWare.cnf,4,-,6364.575104808808,1321.4239883899688,1.3524094408523816e+17,0.5946439999820784
pc_vmWare.cnf,5,-,3237.9200225830077,1255.0958160400392,1.5913647777823773e+17,0.6997108185629667
phycore.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
phycore.cnf,4,-,3367.6829639434814,1314.5673312187196,1.3372179562089781e+17,0.5627186881328143
phycore.cnf,5,-,895.6731564044952,1239.1582950115203,1.666198578572918e+17,0.7011580078997877
phycore229x.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
phycore229x.cnf,4,-,6689.143992424011,1414.2996639728547,2.0456109064183005e+17,0.6251586966654441
phycore229x.cnf,5,-,3631.7103972911837,1317.3491880893707,2.2335640140506694e+17,0.6825990043177951
picasso.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
picasso.cnf,4,-,4646.822779560089,1343.5062757968903,1.2462275746901414e+17,0.5875898807564749
picasso.cnf,5,-,2101.9013945102693,1281.8478266716004,1.4755617459662374e+17,0.6957197609567355
pid.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
pid.cnf,4,-,4622.878849172592,1364.0239790439605,1.1831381789602813e+17,0.6264308781376016
pid.cnf,5,-,2242.594553613663,1284.3467337608338,1.2977941147068466e+17,0.6871372434554098
prpmc1100.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
prpmc1100.cnf,4,-,3011.3572842121125,1317.2695727825164,1.2077767798870606e+17,0.6588691112233984
prpmc1100.cnf,5,-,933.0289294719696,1278.0699669361115,1.3378795436523466e+17,0.7298430641567852
psim.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
psim.cnf,4,-,3549.302642965317,1201.204468202591,9.747974722877406e+16,0.6467182658929614
psim.cnf,5,-,1351.3697516441346,1164.300732898712,1.0538013012067293e+17,0.6991324551885927
rattler.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
rattler.cnf,4,-,6467.089617204666,1314.2198893547059,1.6541503599805587e+17,0.5460369440832245
rattler.cnf,5,-,3502.768705320358,1264.0233282089234,2.0525239758634288e+17,0.6775405347378392
ref4955.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ref4955.cnf,4,-,7317.826881408691,1258.4930587768554,1.1294038341350829e+17,0.6223262427951053
ref4955.cnf,5,-,4293.895856714249,1233.0174488067628,1.2568694171499146e+17,0.6925625701084939
refidt334.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
refidt334.cnf,4,-,4413.086352491378,1237.2813343048097,1.4177107523751523e+17,0.5929041062443501
refidt334.cnf,5,-,1917.2693473339082,1163.267493724823,1.6692885106020438e+17,0.6981170247769743
sa1100mm.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sa1100mm.cnf,4,-,2849.0521052360536,1424.5471395969391,1.1535414493182e+17,0.6307352806550403
sa1100mm.cnf,5,-,611.745088481903,1302.2026535987854,1.2767602649314866e+17,0.6981090662210148
sam7ex256.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sam7ex256.cnf,4,-,3689.4509219169618,1100.937007856369,1.9574661784028608e+17,0.6464621768813558
