Benchmark,Strategy,Preprocessing,Sampling time,Approx Coverage time,Approx n combinations,Approx coverage
sam7ex256.cnf,5,-,1182.8293367385863,1049.2794498443604,2.2126144346825843e+17,0.7307260579138511
se7751.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
se7751.cnf,4,-,4893.42357506752,1351.0475903511046,1.5279394079779085e+17,0.5827516087065436
se7751.cnf,5,-,2217.512186384201,1296.2094352722168,1.763657149264199e+17,0.6726536638652943
sh4_202_md.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sh4_202_md.cnf,4,-,3735.7440934658052,1336.5054496765138,1.4140885920214827e+17,0.6353274592362267
sh4_202_md.cnf,5,-,1295.6153715610503,1274.7152218818665,1.5885594457592486e+17,0.7137144321892667
sh7708.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sh7708.cnf,4,-,5667.449369049073,1341.8829965114594,1.3455721613352011e+17,0.6317056654626658
sh7708.cnf,5,-,2974.042020988464,1292.5676027297973,1.4677740923060947e+17,0.6890757971754018
skmb91302.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
skmb91302.cnf,4,-,3366.4484009742737,1315.5880312919617,1.1113812348958421e+17,0.6112104203679027
skmb91302.cnf,5,-,1160.0812858581544,1252.9632403850555,1.3534674861876995e+17,0.7443471287911405
sleb.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sleb.cnf,4,-,2775.311907577515,1282.0562004089356,9.482318797120901e+16,0.6090479312502335
sleb.cnf,5,-,581.4939771175384,1208.1290781974792,1.0871204322601907e+17,0.6982558427469908
smdk2410.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
smdk2410.cnf,4,-,5055.861147785186,1416.252442598343,1.3493005630090283e+17,0.597343123615625
smdk2410.cnf,5,-,2548.9738780021667,1357.3107733249665,1.65421248591571e+17,0.7323293864617227
snds.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
snds.cnf,4,-,3252.892496585846,1157.77730550766,1.1909570868099491e+17,0.6499430926534718
snds.cnf,5,-,1006.9041221141815,1115.4317096233367,1.3354299533426522e+17,0.7287865226298549
sparc_erc32.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sparc_erc32.cnf,4,-,3002.4602225780486,1210.4612227916718,8.516881507536736e+16,0.6050095762569117
sparc_erc32.cnf,5,-,781.1823810577392,1188.6441545963287,1.0047188734477141e+17,0.7137172676924215
sparc_leon.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sparc_leon.cnf,4,-,3038.893505191803,1269.0824197769166,8.413481095282062e+16,0.5984121996704305
sparc_leon.cnf,5,-,773.6519353866577,1166.8725038528441,1.00515927678558e+17,0.7149235459478176
sparclite_sim.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
sparclite_sim.cnf,4,-,3036.6321236133576,1251.8433615207673,8.050966233455819e+16,0.5726281854886773
sparclite_sim.cnf,5,-,772.6994547367096,1203.2886982917785,1.006862693981683e+17,0.7161351082247545
stb.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
stb.cnf,4,-,3543.4247478961943,1322.0321323394776,1.2668126573546574e+17,0.5887014592886205
stb.cnf,5,-,1096.2015093803407,1272.6295138835908,1.49399157286664e+17,0.6942739433533012
stdeval1.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
stdeval1.cnf,4,-,2906.7740355968476,1306.8912007808685,9.425989650594584e+16,0.5953394198737659
stdeval1.cnf,5,-,683.623120355606,1266.0484027385712,1.1099500885283603e+17,0.701037308853428
stm3210e_eval.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
stm3210e_eval.cnf,4,-,2910.4125195503234,1432.1318752765656,1.4166651105945888e+17,0.5979216533042852
stm3210e_eval.cnf,5,-,483.7002655982971,1341.1000913143157,1.6259496274510192e+17,0.6862528639721787
toybox.cnf,3,approx,1243.4637677192688,1212.4664845466614,172107762892732.6,0.9978077991071344
toybox.cnf,4,-,1248.8910186767578,1167.183163356781,172500092594068.2,1.0000823602845867
toybox.cnf,5,-,1.2184106349945067,1176.219835615158,172576027374972.0,1.0005225979318366
ts1000.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ts1000.cnf,4,-,3498.9990886211394,1113.0176842212677,1.6241378101561274e+17,0.5874366621938167
ts1000.cnf,5,-,1037.5240049362183,1074.8968633651734,1.8413564537836813e+17,0.6660027753530025
ts6.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
ts6.cnf,4,-,3282.190851163864,1308.1971850395203,1.2008278847403749e+17,0.5686368079976276
ts6.cnf,5,-,914.482397890091,1253.1080020427703,1.4540863871868954e+17,0.688564158336086
tx39_sim.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
tx39_sim.cnf,4,-,2686.075243997574,1256.5192670345307,9.70090565594375e+16,0.6588203626403729
tx39_sim.cnf,5,-,616.832780456543,1243.9213885307313,1.0469121720068883e+17,0.7109924385169156
uClinux.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
uClinux.cnf,4,-,4328.5307699203495,1193.2584805488586,3.013979357911149e+17,0.9993285760591032
uClinux.cnf,5,-,4.77181043624878,1239.8404862880707,3.0160005718697594e+17,0.9999987388662461
uE250.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
uE250.cnf,4,-,3609.4201048374175,1168.8642645359039,1.3628726187766115e+17,0.6430141029469227
uE250.cnf,5,-,1339.0918658733367,1121.5988100528716,1.4875826248871328e+17,0.7018532722154676
vads.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
vads.cnf,4,-,5391.774944257736,1286.023950958252,1.2432014018881598e+17,0.5902757936507884
vads.cnf,5,-,2648.371393442154,1214.176116847992,1.46592717322532e+17,0.6960266649439286
viper.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
viper.cnf,4,-,3279.687475681305,1295.2454124927522,1.593054478279408e+17,0.567669652563455
viper.cnf,5,-,764.7146298885345,1238.8385686397553,1.8960366472433136e+17,0.6756344365264152
vrc4373.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
vrc4373.cnf,4,-,3504.778419971466,1314.74368724823,1.184178883789862e+17,0.5654635105627623
vrc4373.cnf,5,-,1057.7748388290406,1248.1803024768828,1.497037154954202e+17,0.7148581153331154
vrc4375.cnf,3,approx,-1.0,-1.0,-1.0,-1.0
vrc4375.cnf,4,-,4730.878380584717,1134.6499507904052,1.2647201498581067e+17,0.5530078247699095
vrc4375.cnf,5,-,2016.1705981731416,1078.1722947597505,1.6012630256915008e+17,0.7001635759669751
